"Min,Max,Modal PriceAjmer(F&V) from 01-Jan-2014To20-Aug-2024 (Total-2279) (Total-2279)",,,,,
Sl no.,Commodity,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1148,Garlic,2000,4500,4100,22-Jun-17
1149,Garlic,5000,10500,7750,26-Nov-20
1150,Garlic,4000,8600,6300,02-Dec-20
1151,Garlic,1500,4000,3500,07-Sep-17
1152,Garlic,1800,5000,3400,18-Jun-22
1153,Garlic,800,2000,1400,04-Oct-22
1154,Garlic,4000,8000,6000,15-Dec-20
1155,Garlic,4000,6000,5800,08-Dec-15
1156,Garlic,3000,6000,4500,18-Jun-19
1157,Garlic,3000,7000,5000,04-Sep-21
1158,Garlic,700,1800,1400,05-Jan-19
1159,Garlic,4000,8200,6100,05-Dec-20
1160,Garlic,3000,6500,5000,18-Mar-17
1161,Garlic,2000,4200,3800,14-Jul-17
1162,Garlic,700,2100,1400,05-Oct-22
1163,Garlic,4000,6000,5700,27-Sep-15
1164,Garlic,4000,6000,4500,15-Mar-16
1165,Garlic,3000,4500,4000,20-Mar-16
1166,Garlic,3500,7000,5250,13-Feb-21
1167,Garlic,5000,15000,11000,12-May-24
1168,Garlic,6000,13000,10500,06-Jan-20
1169,Garlic,1200,3000,2000,03-May-14
1170,Garlic,3000,5500,4250,23-Mar-22
1171,Garlic,3000,6000,4500,22-Apr-22
1172,Garlic,1200,2600,2200,19-Mar-14
1173,Garlic,3000,6500,4800,21-Apr-23
1174,Garlic,5000,7000,6000,05-Sep-16
1175,Garlic,2500,5000,4000,10-Apr-18
1176,Garlic,3200,6000,4600,20-Dec-21
1177,Garlic,1500,4000,2800,22-Jan-23
1178,Garlic,4000,7500,6500,09-Sep-15
1179,Garlic,1000,3200,2100,26-Nov-22
1180,Garlic,1500,5500,4500,28-Oct-17
1181,Garlic,1500,5000,3800,06-Jun-15
1182,Garlic,1000,3200,2400,09-Apr-19
1183,Garlic,5000,10000,7500,04-Mar-24
1184,Garlic,3000,5000,4500,24-Feb-16
1185,Garlic,1200,3000,2200,01-Dec-14
1186,Garlic,700,2000,1500,15-Nov-18
1187,Garlic,700,2300,1500,06-Oct-22
1188,Garlic,6000,8000,6500,03-Feb-16
1189,Garlic,2000,4800,3400,25-Jun-22
1190,Garlic,2600,6000,4300,10-Apr-23
1191,Garlic,1600,4500,4000,24-Aug-14
1192,Garlic,4000,6500,5500,01-Jun-20
1193,Garlic,3000,7000,5000,22-Aug-19
1194,Garlic,6000,9000,7500,21-Dec-16
1195,Garlic,4000,7000,5500,18-May-20
1196,Garlic,2800,5000,3900,31-Jan-22
1197,Garlic,800,900,850,24-Dec-16
1198,Garlic,2200,5000,3600,24-Jun-22
1199,Garlic,2800,6000,4400,28-Mar-23
1200,Garlic,1200,2400,2200,14-Mar-14
1201,Garlic,5000,10000,9000,09-Oct-16
1202,Garlic,1500,3000,2400,24-Dec-14
1203,Garlic,1500,4500,3100,05-Jul-15
1204,Garlic,2000,4800,3400,23-May-22
1205,Garlic,8000,12000,10000,03-Jan-17
1206,Garlic,2000,5000,4400,28-Jun-17
1207,Garlic,1800,4000,3500,17-Mar-15
1208,Garlic,2000,5000,4500,18-May-17
1209,Garlic,1500,4000,3200,30-Aug-17
1210,Garlic,5000,10500,7750,16-Nov-20
1211,Garlic,2000,4000,3000,08-Mar-22
1212,Garlic,2000,5000,3500,21-Jun-22
1213,Garlic,3200,6200,5000,15-May-23
1214,Garlic,5000,11000,8000,14-Sep-20
1215,Garlic,8000,15000,11500,30-Jul-23
1216,Garlic,4200,6200,5600,26-Nov-15
1217,Garlic,3000,6000,5000,11-May-23
1218,Garlic,3000,5000,4500,07-Apr-17
1219,Garlic,2000,4800,3400,08-Jul-22
1220,Garlic,1500,3000,2400,01-Jun-14
1221,Garlic,1500,3000,2400,26-Dec-14
1222,Garlic,1500,5000,4200,12-Nov-17
1223,Garlic,3000,5000,4200,05-Feb-15
1224,Garlic,1800,4200,3000,25-May-22
1225,Garlic,5000,8000,7600,07-Aug-16
1226,Garlic,4000,7500,6550,15-Sep-15
1227,Garlic,2000,5000,3500,19-Mar-23
1228,Garlic,3000,5000,4600,24-Mar-17
1229,Garlic,4500,8500,6500,04-Feb-21
1230,Garlic,1000,3000,2000,17-Aug-22
1231,Garlic,4000,7000,5500,18-Jul-20
1232,Garlic,2000,4500,4000,04-Jul-17
1233,Garlic,3000,5000,4000,07-Feb-22
1234,Garlic,5000,7500,7000,17-Sep-16
1235,Garlic,700,2000,1400,13-Dec-18
1236,Garlic,2000,4500,3200,25-Jan-15
1237,Garlic,3200,6200,4700,20-Jan-22
1238,Garlic,2000,5000,4200,01-May-17
1239,Garlic,1000,4000,3000,08-Oct-17
1240,Garlic,2500,4000,3200,13-May-16
1241,Garlic,1500,5000,3800,30-May-15
1242,Garlic,4000,6000,5400,01-Sep-15
1243,Garlic,5000,10000,9000,15-Feb-20
1244,Garlic,3000,6000,4500,26-Aug-21
1245,Garlic,4200,6000,5700,17-Sep-15
1246,Garlic,2500,5500,4000,15-Apr-22
1247,Garlic,1500,2800,2400,18-Jun-14
1248,Garlic,1500,2600,2300,27-Jun-14
1249,Garlic,6000,16000,13000,07-Jul-24
1250,Garlic,700,2000,1500,27-Oct-18
1251,Garlic,2800,6000,4400,09-Apr-23
1252,Garlic,3000,6800,4900,30-Mar-21
1253,Garlic,6000,14000,10000,21-Apr-24
1254,Garlic,800,3000,1800,15-Nov-14
1255,Garlic,700,1800,1400,01-Jan-19
1256,Garlic,2000,4500,3500,13-May-22
1257,Garlic,700,2000,1700,22-Oct-18
1258,Garlic,1000,3500,2600,12-Apr-19
1259,Garlic,1200,3000,2100,14-Aug-22
1260,Garlic,700,2400,1550,01-Sep-22
1261,Garlic,1500,4500,4000,14-Oct-14
1262,Garlic,2500,6000,4300,06-Apr-22
1263,Garlic,6500,15500,11000,27-Dec-23
1264,Garlic,5000,11000,8500,03-Mar-24
1265,Garlic,5000,10500,7750,15-Nov-20
1266,Garlic,2000,4500,4000,11-Jul-17
1267,Garlic,5000,7500,6500,20-Sep-16
1268,Garlic,1000,2600,2100,02-Jul-18
1269,Garlic,1000,3000,2200,05-Apr-19
1270,Garlic,4500,6500,5500,29-May-20
1271,Garlic,4000,9000,6500,20-Dec-20
1272,Garlic,3000,6000,5200,11-Mar-17
1273,Garlic,4000,6000,5900,05-Dec-15
1274,Garlic,4000,6500,5500,29-Nov-21
1275,Garlic,800,3200,2100,19-Dec-22
1276,Garlic,3000,6000,4500,26-Sep-21
1277,Garlic,1500,4500,3000,14-Mar-23
1278,Garlic,6000,9000,8000,23-Feb-17
1279,Garlic,2500,5500,4000,15-May-22
1280,Garlic,1200,2800,2200,28-Dec-14
1281,Garlic,9000,10000,9500,03-Feb-17
1282,Garlic,2000,4800,3400,09-Jul-22
1283,Garlic,2000,4600,3300,13-Jun-22
1284,Garlic,3000,6500,4800,24-May-19
1285,Garlic,4200,8400,6300,06-Dec-20
1286,Garlic,1800,3600,2700,30-Jul-22
1287,Garlic,3000,6000,4600,25-Jun-19
1288,Garlic,2800,6200,4500,15-Jun-23
1289,Garlic,8000,13000,10500,19-May-24
1290,Garlic,700,2500,1700,18-Jan-19
1291,Garlic,6000,8000,7000,02-Feb-16
1292,Garlic,2000,5000,4500,27-Jul-17
1293,Garlic,3000,7000,5000,05-May-19
1294,Garlic,3500,7500,5500,12-Feb-21
1295,Garlic,700,2400,1600,07-Sep-22
1296,Garlic,3500,7000,5500,11-Aug-19
1297,Garlic,8000,10000,9000,24-Nov-16
1298,Garlic,2000,4500,4200,13-Mar-18
1299,Garlic,1000,2500,2000,22-Jan-19
1300,Garlic,1000,4000,3200,07-Oct-17
1301,Garlic,6000,13000,11000,07-Jan-20
1302,Garlic,8000,17500,13800,15-Aug-24
1303,Garlic,1500,3000,2500,29-May-14
1304,Garlic,3000,6000,5200,09-Mar-17
1305,Garlic,700,2500,2000,01-Apr-19
1306,Garlic,1500,2600,2400,24-Jun-14
1307,Garlic,8000,15000,12000,16-Jan-24
1308,Garlic,4500,9000,6750,13-Jan-21
1309,Garlic,3000,4500,4000,18-Aug-15
1310,Garlic,2500,4700,4000,29-Jan-22
1311,Garlic,3000,5000,4500,15-May-16
1312,Garlic,1500,4000,3600,08-Sep-17
1313,Garlic,500,2000,1400,05-Feb-19
1314,Garlic,1800,4000,2900,09-Mar-22
1315,Garlic,2400,4800,3600,06-Jun-22
1316,Garlic,700,2000,1600,14-Nov-18
1317,Garlic,5000,8000,7500,17-Nov-16
1318,Garlic,1000,4000,3500,11-Oct-17
1319,Garlic,1800,4600,3200,27-May-22
1320,Garlic,1000,3000,2200,15-Jan-15
1321,Garlic,5000,7500,7200,01-Sep-16
1322,Garlic,6000,8000,7000,15-Apr-20
1323,Garlic,2000,4500,3200,27-Feb-15
1324,Garlic,1500,4500,3500,08-Apr-15
1325,Garlic,3500,7000,5300,17-Sep-21
1326,Garlic,800,2800,1800,29-Oct-22
1327,Garlic,4000,6000,5500,23-Nov-15
1328,Garlic,4000,7500,6350,11-Jun-16
1329,Garlic,4000,6000,5000,09-Aug-21
1330,Garlic,3000,7000,5000,16-Jun-23
1331,Garlic,4000,6000,5100,10-Oct-15
1332,Garlic,1500,5000,4000,17-Nov-17
1333,Garlic,3500,6500,5000,29-Sep-21
1334,Garlic,3500,6000,5000,26-Jun-20
1335,Garlic,3000,5000,4200,19-May-19
1336,Garlic,2000,5500,3800,19-Jul-15
1337,Garlic,8000,18000,13000,24-Jul-24
1338,Garlic,800,2000,1400,11-Oct-22
1339,Garlic,4000,9000,6500,15-Mar-24
1340,Garlic,8000,18000,13000,16-Jul-24
1341,Garlic,1500,4500,3500,14-Mar-15
1342,Garlic,2000,5000,4500,27-Jun-17
1343,Garlic,7500,13500,11000,02-Nov-23
1344,Garlic,1000,1800,1600,11-Sep-18
1345,Garlic,4000,7500,6525,10-Jun-16
1346,Garlic,3000,7000,5200,28-Apr-19
1347,Garlic,3200,6000,4600,20-Apr-21
1348,Garlic,2000,5000,3200,21-Feb-15
1349,Garlic,1500,5000,4500,16-Jun-15
1350,Garlic,3000,6500,5000,16-Jun-19
1351,Garlic,2000,5000,3500,01-Jun-22
1352,Garlic,5000,13000,10000,26-Jun-24
1353,Garlic,1300,2400,2200,21-Mar-14
1354,Garlic,1500,4000,3700,26-Nov-17
1355,Garlic,1000,3000,2000,07-Aug-18
1356,Garlic,10000,12000,11000,21-Jan-17
1357,Garlic,1000,2200,1700,03-Apr-14
1358,Garlic,800,3000,2200,13-Nov-14
1359,Garlic,5000,10000,7500,08-Oct-20
1360,Garlic,2400,4800,3600,02-Jul-22
1361,Garlic,3000,7000,5000,18-Feb-21
1362,Garlic,10000,12000,11000,14-Dec-15
1363,Garlic,3000,6000,4500,03-Mar-22
1364,Garlic,2800,6000,4400,14-Jun-23
1365,Garlic,5000,8000,7500,12-Aug-16
1366,Garlic,1000,2800,1900,05-Sep-22
1367,Garlic,4000,6000,5400,30-Aug-15
1368,Garlic,4000,6500,5500,18-Mar-20
1369,Garlic,3000,6000,4500,22-Apr-23
1370,Garlic,4000,7000,5500,25-Nov-21
1371,Garlic,1400,3000,2200,08-Aug-22
1372,Garlic,800,3000,2000,25-Nov-22
1373,Garlic,500,2000,1300,08-Mar-19
1374,Garlic,2500,5000,4000,11-Mar-22
1375,Garlic,7000,14000,12000,11-Oct-23
1376,Garlic,1500,2200,1700,16-Apr-14
1377,Garlic,4000,7500,6000,06-Sep-15
1378,Garlic,2000,5000,3500,14-May-22
1379,Garlic,3000,5000,4300,12-Aug-15
1380,Garlic,700,2000,1600,16-Nov-18
1381,Garlic,4000,8000,6000,08-Feb-21
1382,Garlic,2800,5800,4300,28-Dec-21
1383,Garlic,1500,5000,4000,31-May-15
1384,Garlic,1400,3500,3000,29-Oct-14
1385,Garlic,4000,7000,5500,14-May-20
1386,Garlic,4000,5500,4800,09-Jun-20
1387,Garlic,4500,10500,7500,10-Dec-20
1388,Garlic,2000,5000,3500,29-Mar-22
1389,Garlic,1500,5000,3600,14-Jul-15
1390,Garlic,1000,3000,2200,08-Feb-23
1391,Garlic,3000,7000,5000,24-Aug-19
1392,Garlic,1200,3500,2600,09-Dec-14
1393,Garlic,4500,6500,5500,04-Nov-15
1394,Garlic,1000,3600,2300,13-Nov-22
1395,Garlic,1000,2500,1750,26-Aug-22
1396,Garlic,5200,10000,7600,10-Sep-20
1397,Garlic,3000,6000,4500,10-Mar-21
1398,Garlic,1000,2800,2400,12-Nov-14
1399,Garlic,2800,6200,4500,07-Mar-21
1400,Garlic,2000,4500,3300,28-Mar-22
1401,Garlic,800,2000,1800,25-Nov-18
1402,Garlic,1200,3200,2500,19-Nov-22
1403,Garlic,1200,2200,2000,07-Apr-14
1404,Garlic,3000,5000,4500,21-Mar-16
1405,Garlic,700,2500,1600,20-Mar-19
1406,Garlic,2000,5000,3500,27-Jul-22
1407,Garlic,1200,3000,2400,28-Nov-14
1408,Garlic,7000,14000,12000,19-Oct-23
1409,Garlic,5000,10000,7500,26-Mar-24
1410,Garlic,4000,6000,5650,16-Sep-15
1411,Garlic,2000,5000,4500,08-Jun-17
1412,Garlic,5000,8000,7500,18-Nov-16
1413,Garlic,2500,5000,4200,12-Apr-17
1414,Garlic,2000,4500,4000,29-Aug-14
1415,Garlic,3000,6000,5200,07-Mar-17
1416,Garlic,3000,6000,4500,23-May-19
1417,Garlic,4000,11000,7500,09-Nov-20
1418,Garlic,4000,6000,5850,06-Dec-15
1419,Garlic,4000,6000,5200,05-Mar-20
1420,Garlic,1800,2300,2100,23-Apr-14
1421,Garlic,700,2000,1350,23-Aug-22
1422,Garlic,500,2000,1400,15-Feb-19
1423,Garlic,5000,10000,8000,07-Mar-24
1424,Garlic,3000,6000,4500,06-Apr-21
1425,Garlic,0,0,2400,10-Jun-14
1426,Garlic,500,2000,1500,25-Dec-18
1427,Garlic,4200,6000,5100,16-Jul-20
1428,Garlic,3000,5000,4500,08-May-16
1429,Garlic,1000,2800,1900,07-Aug-22
1430,Garlic,6500,13500,11000,05-Jan-24
1431,Garlic,2000,6500,5200,28-May-17
1432,Garlic,2000,4400,3200,12-Jun-22
1433,Garlic,2800,6000,4400,12-Jun-23
1434,Garlic,4000,9000,6500,19-Jan-21
1435,Garlic,1500,4500,4200,21-Dec-17
1436,Garlic,5000,9500,7250,29-Sep-20
1437,Garlic,3000,5000,4200,10-Aug-15
1438,Garlic,5000,10000,7500,08-Mar-24
1439,Garlic,3500,6500,6000,03-Mar-17
1440,Garlic,1200,4500,4000,23-Oct-17
1441,Garlic,8000,15000,12000,08-Dec-23
1442,Garlic,1500,3500,2600,21-May-14
1443,Garlic,3000,6000,4500,08-Apr-23
1444,Garlic,4600,10500,7550,02-Oct-20
1445,Garlic,3000,6500,5000,03-Jul-19
1446,Garlic,1800,4400,3100,10-Jun-22
1447,Garlic,3000,5000,4500,05-Apr-16
1448,Garlic,2000,6500,4800,26-May-17
1449,Garlic,500,2000,1400,07-Mar-19
1450,Garlic,4000,6000,5500,23-Oct-15
1451,Garlic,8000,15000,11500,12-Sep-23
1452,Garlic,1000,2200,2000,09-Mar-14
1453,Garlic,5000,7000,6000,08-Sep-16
1454,Garlic,500,2000,1500,16-Feb-19
1455,Garlic,3000,5800,4400,21-Mar-22
1456,Garlic,3000,7000,5000,23-Feb-21
1457,Garlic,8000,16000,12000,10-Jul-24
1458,Garlic,6000,13000,10500,12-Jan-24
1459,Garlic,1500,4500,3600,01-Apr-15
1460,Garlic,1500,4500,3800,28-Sep-14
1461,Garlic,3000,5000,4800,11-Apr-16
1462,Garlic,8000,10000,9000,04-Jan-17
1463,Garlic,8000,9000,8500,31-Dec-16
1464,Garlic,4500,6000,5300,29-Jun-20
1465,Garlic,4800,8600,6700,16-Jan-21
1466,Garlic,1500,4500,4000,15-Sep-14
1467,Garlic,8000,18000,13000,13-Aug-24
1468,Garlic,1000,3000,1900,16-Nov-14
1469,Garlic,15000,26000,20500,06-Feb-24
1470,Garlic,7000,18000,12500,25-Jul-24
1471,Garlic,3000,6000,4500,13-Jun-23
1472,Garlic,3000,7000,5000,16-Sep-21
1473,Garlic,7000,14000,11000,29-Jan-24
1474,Garlic,17000,26000,22000,20-Feb-24
1475,Garlic,1500,5000,4200,22-Oct-17
1476,Garlic,2500,5000,4200,31-Jan-15
1477,Garlic,1200,3000,2100,02-Aug-22
1478,Garlic,8000,14000,11000,28-Feb-24
1479,Garlic,1500,4500,3200,29-Jun-15
1480,Garlic,5000,7500,6100,18-Jun-16
1481,Garlic,1000,2000,1800,20-Jun-18
1482,Garlic,1500,4000,2800,02-Feb-23
1483,Garlic,4800,9000,6900,16-Aug-20
1484,Garlic,5000,11000,8000,06-Oct-20
1485,Garlic,2000,5000,3200,16-Feb-15
1486,Garlic,500,1800,1300,28-Feb-19
1487,Garlic,4000,6500,5300,19-Jun-20
1488,Garlic,800,2800,1800,17-Feb-23
1489,Garlic,4500,9000,6800,14-Mar-24
1490,Garlic,800,2000,1800,15-Sep-18
1491,Garlic,1500,4500,4000,25-Dec-17
1492,Garlic,4000,6000,5600,01-Oct-15
1493,Garlic,4000,9000,6500,12-Dec-20
1494,Garlic,4000,6000,5000,10-Jun-20
1495,Garlic,500,2000,1300,06-Mar-19
1496,Garlic,3200,6000,4600,18-Apr-23
1497,Garlic,5000,7500,6000,15-Jun-16
1498,Garlic,700,2000,1600,12-Oct-18
1499,Garlic,600,1800,1200,18-Dec-18
1500,Garlic,2000,4000,3000,23-Jul-22
1501,Garlic,3000,6500,4800,01-Jul-19
1502,Garlic,1500,5000,3600,21-Jun-15
1503,Garlic,3000,7000,5200,01-May-19
1504,Garlic,3000,6000,4500,28-Sep-21
1505,Garlic,1000,2200,1900,08-Mar-14
1506,Garlic,2000,5000,3000,13-Apr-18
1507,Garlic,3000,6000,4500,05-Apr-23
1508,Garlic,1500,4500,3800,03-Apr-15
1509,Garlic,3000,5000,4500,18-Mar-16
1510,Garlic,2000,5000,4200,19-Apr-17
1511,Garlic,2400,5000,3700,07-Jul-22
1512,Garlic,4200,6200,5700,30-Nov-15
1513,Garlic,4000,7000,5500,19-Sep-21
1514,Garlic,3000,6000,4500,16-Mar-22
1515,Garlic,8000,14000,11000,24-Oct-23
1516,Garlic,1300,3600,3400,20-Sep-17
1517,Garlic,2000,4600,4000,21-Jun-17
1518,Garlic,8000,15000,12000,02-Sep-23
1519,Garlic,3000,5000,4500,25-Apr-16
1520,Garlic,5000,10500,7750,18-Oct-20
1521,Garlic,3000,6500,4800,22-Jun-23
1522,Garlic,2000,5000,3000,17-Feb-15
1523,Garlic,800,1800,1600,17-Sep-18
1524,Garlic,4400,7200,5800,26-Jul-20
1525,Garlic,1000,3000,2200,24-Aug-18
1526,Garlic,3500,6500,5000,09-Sep-21
1527,Garlic,6000,8000,6800,31-Jan-16
1528,Garlic,1500,4800,4000,24-Sep-14
1529,Garlic,3000,5000,3800,13-Feb-15
1530,Garlic,4500,9000,7000,03-Jun-16
1531,Garlic,1400,4200,2800,25-Jan-23
1532,Garlic,1500,2500,2000,07-May-14
1533,Garlic,4000,6000,5000,15-Aug-21
1534,Garlic,1500,4500,3200,04-Mar-15
1535,Garlic,4500,9000,6850,30-Aug-20
1536,Garlic,8000,10000,9000,26-Nov-16
1537,Garlic,700,2000,1400,26-Oct-18
1538,Garlic,2500,5000,3800,06-Mar-22
1539,Garlic,3000,6200,4600,26-Apr-23
1540,Garlic,3000,6000,4500,03-Aug-19
1541,Garlic,700,2000,1800,07-Nov-18
1542,Garlic,2500,5000,4200,08-Apr-17
1543,Garlic,1200,2600,2100,25-Jul-18
1544,Garlic,15000,26000,22000,01-Feb-24
1545,Garlic,3000,5000,4500,06-May-16
1546,Garlic,4000,8000,7500,11-Aug-16
1547,Garlic,1500,5000,4000,17-Jun-15
1548,Garlic,2000,4500,4000,16-Jun-17
1549,Garlic,1600,4000,2800,27-Jan-23
1550,Garlic,3000,7000,5000,17-Aug-19
1551,Garlic,1200,3000,2400,07-Jan-15
1552,Garlic,1000,2000,1800,09-Sep-18
1553,Garlic,500,1800,1300,12-Jan-19
1554,Garlic,4000,8500,6250,30-Jul-20
1555,Garlic,2000,5000,3500,01-Mar-22
1556,Garlic,1200,2400,2000,13-Mar-14
1557,Garlic,3000,7000,5200,18-Aug-19
1558,Garlic,5000,11000,8000,13-Nov-20
1559,Garlic,3000,6500,4800,02-May-23
1560,Garlic,1000,4000,3200,16-Oct-17
1561,Garlic,4000,7500,6000,05-Sep-15
1562,Garlic,5000,11000,8000,22-Nov-20
1563,Garlic,6500,14000,10500,02-Jan-24
1564,Garlic,4500,7500,6000,15-May-20
1565,Garlic,1200,2800,2200,03-Aug-18
1566,Garlic,1000,3500,2500,23-Apr-19
1567,Garlic,1000,2500,2200,24-Jun-18
1568,Garlic,5500,10500,8000,19-Nov-20
1569,Garlic,4000,9000,6500,28-Mar-24
1570,Garlic,1500,4000,3500,14-Aug-17
1571,Garlic,500,1800,1400,07-Jan-19
1572,Garlic,7000,14000,12000,10-Oct-23
1573,Garlic,6000,14000,10000,03-Jun-24
1574,Garlic,5000,12000,10000,10-Feb-20
1575,Garlic,3500,7000,5250,22-Sep-21
1576,Garlic,5000,9500,7250,03-Sep-20
1577,Garlic,8000,14000,11000,28-Jan-24
1578,Garlic,1500,3000,2200,20-Dec-14
1579,Garlic,2000,4500,4000,26-Mar-18
1580,Garlic,1000,2500,1900,20-May-18
1581,Garlic,2800,5000,3900,05-Jan-22
1582,Garlic,5000,9000,7550,30-Jun-16
1583,Garlic,800,2000,1500,22-Nov-18
1584,Garlic,5000,13000,10000,31-Jan-20
1585,Garlic,1000,2200,1900,02-Mar-14
1586,Garlic,3000,5000,4200,04-Mar-16
1587,Garlic,8000,10000,9500,07-Jan-17
1588,Garlic,7000,9000,8200,19-Feb-17
1589,Garlic,2200,5200,4200,03-May-17
1590,Garlic,700,2300,1500,08-Jan-23
1591,Garlic,6000,14000,10000,17-May-24
1592,Garlic,5500,14500,11000,11-May-24
1593,Garlic,6000,13000,10000,05-Jan-20
1594,Garlic,1000,2500,2200,23-Jun-18
1595,Garlic,6000,13000,9500,22-Jan-20
1596,Garlic,5000,9000,8500,15-Oct-16
1597,Garlic,2800,6000,4400,23-Apr-23
1598,Garlic,4500,9000,6800,31-Jul-20
1599,Garlic,1200,2800,2300,04-Aug-18
1600,Garlic,2000,4000,3000,05-May-22
1601,Garlic,4100,6000,5600,20-Sep-15
1602,Garlic,2800,5000,3900,27-Jan-22
1603,Garlic,2500,5500,4000,28-Apr-22
1604,Garlic,3000,5000,4500,23-Feb-16
1605,Garlic,8000,9000,8000,14-Feb-17
1606,Garlic,6000,9000,7500,22-Feb-17
1607,Garlic,1200,2400,2200,05-Jun-18
1608,Garlic,6000,13000,9500,17-Jan-20
1609,Garlic,3500,8000,6200,25-Jun-16
1610,Garlic,4200,7500,5850,19-Jul-20
1611,Garlic,4000,11000,7500,28-Nov-20
1612,Garlic,8000,14000,11000,15-Nov-23
1613,Garlic,1500,4500,3200,12-Mar-15
1614,Garlic,4000,5500,5000,23-Mar-16
1615,Garlic,3000,6500,4800,12-Jun-19
1616,Garlic,4000,6000,5800,22-Oct-15
1617,Garlic,3000,6000,5000,20-Feb-16
1618,Garlic,3500,6000,5000,23-Sep-21
1619,Garlic,700,2100,1400,08-Oct-22
1620,Garlic,2000,2700,2500,20-Jan-14
1621,Garlic,3000,5000,4000,10-Feb-15
1622,Garlic,3400,6200,4800,09-Mar-20
1623,Garlic,4000,6500,5300,27-Feb-20
1624,Garlic,8000,9000,8500,04-Feb-17
1625,Garlic,4000,7000,5500,12-May-20
1626,Garlic,4500,9000,6750,23-Jan-21
1627,Garlic,2000,3200,2800,13-Jan-14
1628,Garlic,5000,7000,6500,10-Sep-16
1629,Garlic,3000,6000,5000,04-Mar-17
1630,Garlic,8000,19000,13500,14-Aug-24
1631,Garlic,4200,6200,5700,01-Dec-15
1632,Garlic,8000,9000,8300,12-Feb-17
1633,Garlic,2500,6000,4300,03-Apr-22
1634,Garlic,1200,3500,2600,04-Nov-14
1635,Garlic,4000,6500,5300,15-Jul-20
1636,Garlic,800,2600,1700,29-Aug-22
1637,Garlic,2000,5000,3500,27-Mar-18
1638,Garlic,4500,9000,6750,26-Jan-21
1639,Garlic,4000,7000,5500,14-Sep-21
1640,Garlic,1000,4000,2000,30-Nov-22
1641,Garlic,1500,4000,2800,15-Jan-23
1642,Garlic,3200,6000,4600,18-Jan-22
1643,Garlic,1500,4000,2800,13-Mar-23
1644,Garlic,5000,8000,6500,20-Jun-24
1645,Garlic,4000,6000,5200,29-Feb-20
1646,Garlic,4000,6000,5000,16-Jun-20
1647,Garlic,2200,5000,3600,20-May-22
1648,Garlic,1000,3500,2400,20-Nov-22
1649,Garlic,1000,2000,1700,25-Mar-14
1650,Garlic,7000,14000,11000,01-Jan-24
1651,Garlic,3000,7000,5000,27-Jul-19
1652,Garlic,1000,2500,2200,23-May-18
1653,Garlic,1500,5000,3500,03-Jul-15
1654,Garlic,1000,2300,2100,27-May-18
1655,Garlic,7500,9000,8500,16-Feb-17
1656,Garlic,4500,10000,7250,10-Oct-20
1657,Garlic,4000,9000,6500,24-Jan-21
1658,Garlic,1500,4000,3600,23-Nov-17
1659,Garlic,3000,6000,4500,26-May-19
1660,Garlic,2800,6200,4500,17-Mar-21
1661,Garlic,1500,4500,3600,16-Dec-17
1662,Garlic,2200,4400,3300,15-Jun-22
1663,Garlic,3000,5000,4800,07-Apr-16
1664,Garlic,1000,2000,1600,30-Mar-14
1665,Garlic,0,0,1700,04-Apr-14
1666,Garlic,700,2000,1600,18-Oct-18
1667,Garlic,3500,6500,5000,21-Jun-23
1668,Garlic,4000,7500,6500,09-Jun-16
1669,Garlic,4200,9600,6900,27-Oct-20
1670,Garlic,1800,4000,3200,20-Mar-15
1671,Garlic,800,2000,1800,14-Sep-18
1672,Garlic,4000,6500,5300,14-Jun-20
1673,Garlic,1000,2200,2000,11-Mar-14
1674,Garlic,3000,6000,4500,21-Apr-21
1675,Garlic,800,1800,1600,13-Sep-18
1676,Garlic,2400,6000,4200,07-Apr-22
1677,Garlic,3500,6500,5000,12-Aug-21
1678,Garlic,1500,4000,3200,13-Aug-17
1679,Garlic,500,2000,1250,12-Mar-19
1680,Garlic,8000,14000,11000,22-Oct-23
1681,Garlic,3000,6000,4500,15-Apr-21
1682,Garlic,800,2800,1900,09-Nov-22
1683,Garlic,5000,12500,10000,02-Feb-20
1684,Garlic,1500,4500,3000,24-Jan-23
1685,Garlic,1200,3500,2600,15-Dec-14
1686,Garlic,1200,2500,2100,20-Jul-18
1687,Garlic,7000,14000,11000,18-May-24
1688,Garlic,1500,3000,2400,30-Dec-14
1689,Garlic,7000,12000,10000,28-Dec-15
1690,Garlic,7000,15000,11000,17-Jun-24
1691,Garlic,5000,7000,6500,13-Sep-16
1692,Garlic,1000,3500,2600,10-Nov-14
1693,Garlic,2800,5800,4800,03-Aug-15
1694,Garlic,16000,26000,21000,12-Feb-24
1695,Garlic,4000,8500,6250,19-Dec-20
1696,Garlic,7000,9000,8000,17-Feb-17
1697,Garlic,1000,4000,3500,26-Sep-17
1698,Garlic,1000,2500,2200,25-May-18
1699,Garlic,5000,9000,7000,15-Jan-21
1700,Garlic,2000,5500,4800,02-Jun-17
1701,Garlic,2000,6000,4000,24-Apr-19
1702,Garlic,4000,8000,6000,24-Jul-20
1703,Garlic,4000,6000,5500,12-Feb-16
1704,Garlic,4500,10000,7250,19-Oct-20
1705,Garlic,5000,10000,7500,21-Nov-20
1706,Garlic,7000,16000,11500,06-Jul-24
1707,Garlic,4000,6500,5500,22-May-20
1708,Garlic,4500,8000,6300,23-Jul-20
